dados,data,tipo,colegiados
"{""data"":""05/09/2023"",""tipo"":""PRESENCIAL"",""colegiados"":[{""codigo"":""1T"",""descricao"":""Primeira Turma"",""sessoes"":[{""id"":""72075"",""dataInicio"":""05/09/2023 14:30"",""tipo"":""O"",""numero"":""5"",""ano"":""2023"",""observacao"":null,""incidentes"":[{""cadeia"":null,""classe"":""Ext"",""numero"":""1801"",""relator"":""MIN. CÁRMEN LÚCIA"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""J"",""idInformacaoPautaProcesso"":""167090""},{""cadeia"":""AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO"",""classe"":""ARE"",""numero"":""893697"",""relator"":""MIN. LUÍS ROBERTO BARROSO"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""J"",""idInformacaoPautaProcesso"":""166951""},{""cadeia"":""AG.REG. NA RECLAMAÇÃO"",""classe"":""Rcl"",""numero"":""36337"",""relator"":""MIN. LUÍS ROBERTO BARROSO"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""J"",""idInformacaoPautaProcesso"":""166932""}],""listas"":[]}]}]}",05/09/2023,PRESENCIAL,"[{""codigo"":""1T"",""descricao"":""Primeira Turma"",""sessoes"":[{""id"":""72075"",""dataInicio"":""05/09/2023 14:30"",""tipo"":""O"",""numero"":""5"",""ano"":""2023"",""observacao"":null,""incidentes"":[{""cadeia"":null,""classe"":""Ext"",""numero"":""1801"",""relator"":""MIN. CÁRMEN LÚCIA"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""J"",""idInformacaoPautaProcesso"":""167090""},{""cadeia"":""AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO"",""classe"":""ARE"",""numero"":""893697"",""relator"":""MIN. LUÍS ROBERTO BARROSO"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""J"",""idInformacaoPautaProcesso"":""166951""},{""cadeia"":""AG.REG. NA RECLAMAÇÃO"",""classe"":""Rcl"",""numero"":""36337"",""relator"":""MIN. LUÍS ROBERTO BARROSO"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""J"",""idInformacaoPautaProcesso"":""166932""}],""listas"":[]}]}]}"
"{""data"":""19/09/2023"",""tipo"":""PRESENCIAL"",""colegiados"":[{""codigo"":""2T"",""descricao"":""Segunda Turma"",""sessoes"":[{""id"":""71554"",""dataInicio"":""19/09/2023 14:30"",""tipo"":""O"",""numero"":""10"",""ano"":""2023"",""observacao"":null,""incidentes"":[{""cadeia"":""AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO"",""classe"":""ARE"",""numero"":""1369282"",""relator"":""MIN. RICARDO LEWANDOWSKI"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""J"",""idInformacaoPautaProcesso"":""167093""},{""cadeia"":""AG.REG. NA RECLAMAÇÃO"",""classe"":""Rcl"",""numero"":""53688"",""relator"":""MIN. RICARDO LEWANDOWSKI"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""S"",""idInformacaoPautaProcesso"":""167092""}],""listas"":[{""idTipo"":""5"",""descricao"":""Listas de Devoluções de Vistas"",""ministros"":[{""nome"":""MIN. EDSON FACHIN"",""listaJulgamento"":[{""id"":""128260"",""descricao"":""166-2023"",""ordem"":""3"",""quantidadeProcessos"":""1""}]}]}]}]}]}",19/09/2023,PRESENCIAL,"[{""codigo"":""2T"",""descricao"":""Segunda Turma"",""sessoes"":[{""id"":""71554"",""dataInicio"":""19/09/2023 14:30"",""tipo"":""O"",""numero"":""10"",""ano"":""2023"",""observacao"":null,""incidentes"":[{""cadeia"":""AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO"",""classe"":""ARE"",""numero"":""1369282"",""relator"":""MIN. RICARDO LEWANDOWSKI"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""J"",""idInformacaoPautaProcesso"":""167093""},{""cadeia"":""AG.REG. NA RECLAMAÇÃO"",""classe"":""Rcl"",""numero"":""53688"",""relator"":""MIN. RICARDO LEWANDOWSKI"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""S"",""idInformacaoPautaProcesso"":""167092""}],""listas"":[{""idTipo"":""5"",""descricao"":""Listas de Devoluções de Vistas"",""ministros"":[{""nome"":""MIN. EDSON FACHIN"",""listaJulgamento"":[{""id"":""128260"",""descricao"":""166-2023"",""ordem"":""3"",""quantidadeProcessos"":""1""}]}]}]}]}]}"
"{""data"":""03/02/2022"",""tipo"":""PRESENCIAL"",""colegiados"":[{""codigo"":""TP"",""descricao"":""Plenário"",""sessoes"":[{""id"":""58392"",""dataInicio"":""03/02/2022 14:00"",""tipo"":""E"",""numero"":""1"",""ano"":""2022"",""observacao"":""A Sessão será realizada por videoconferência."",""incidentes"":[{""cadeia"":""EMB.DECL. NA MEDIDA CAUTELAR NA ARGUIÇÃO DE DESCUMPRIMENTO DE PRECEITO FUNDAMENTAL"",""classe"":""ADPF"",""numero"":""635"",""relator"":""MIN. EDSON FACHIN"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""J"",""idInformacaoPautaProcesso"":""160782""},{""cadeia"":""REFERENDO NA MEDIDA CAUTELAR NA AÇÃO DIRETA DE INCONSTITUCIONALIDADE"",""classe"":""ADI"",""numero"":""7021"",""relator"":""MIN. LUÍS ROBERTO BARROSO"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""S"",""idInformacaoPautaProcesso"":""161862""}],""listas"":[]}]}]}",03/02/2022,PRESENCIAL,"[{""codigo"":""TP"",""descricao"":""Plenário"",""sessoes"":[{""id"":""58392"",""dataInicio"":""03/02/2022 14:00"",""tipo"":""E"",""numero"":""1"",""ano"":""2022"",""observacao"":""A Sessão será realizada por videoconferência."",""incidentes"":[{""cadeia"":""EMB.DECL. NA MEDIDA CAUTELAR NA ARGUIÇÃO DE DESCUMPRIMENTO DE PRECEITO FUNDAMENTAL"",""classe"":""ADPF"",""numero"":""635"",""relator"":""MIN. EDSON FACHIN"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""J"",""idInformacaoPautaProcesso"":""160782""},{""cadeia"":""REFERENDO NA MEDIDA CAUTELAR NA AÇÃO DIRETA DE INCONSTITUCIONALIDADE"",""classe"":""ADI"",""numero"":""7021"",""relator"":""MIN. LUÍS ROBERTO BARROSO"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""S"",""idInformacaoPautaProcesso"":""161862""}],""listas"":[]}]}]}"
"{""data"":""08/02/2022"",""tipo"":""PRESENCIAL"",""colegiados"":[{""codigo"":""1T"",""descricao"":""Primeira Turma"",""sessoes"":[{""id"":""58311"",""dataInicio"":""08/02/2022 14:00"",""tipo"":""O"",""numero"":""1"",""ano"":""2022"",""observacao"":null,""incidentes"":[{""cadeia"":""AG.REG. NO RECURSO EXTRAORDINÁRIO"",""classe"":""RE"",""numero"":""1339781"",""relator"":""MIN. ALEXANDRE DE MORAES"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""J"",""idInformacaoPautaProcesso"":""161742""},{""cadeia"":""AG.REG. NA RECLAMAÇÃO"",""classe"":""Rcl"",""numero"":""49821"",""relator"":""MIN. CÁRMEN LÚCIA"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""J"",""idInformacaoPautaProcesso"":""161582""},{""cadeia"":""AG.REG. NA RECLAMAÇÃO"",""classe"":""Rcl"",""numero"":""47843"",""relator"":""MIN. CÁRMEN LÚCIA"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""J"",""idInformacaoPautaProcesso"":""160904""},{""cadeia"":""AG.REG. NA RECLAMAÇÃO"",""classe"":""Rcl"",""numero"":""47586"",""relator"":""MIN. ROSA WEBER"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""J"",""idInformacaoPautaProcesso"":""161567""},{""cadeia"":""AG.REG. NO RECURSO EXTRAORDINÁRIO"",""classe"":""RE"",""numero"":""1329304"",""relator"":""MIN. ROSA WEBER"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""J"",""idInformacaoPautaProcesso"":""160723""}],""listas"":[]}]},{""codigo"":""2T"",""descricao"":""Segunda Turma"",""sessoes"":[{""id"":""58371"",""dataInicio"":""08/02/2022 14:00"",""tipo"":""O"",""numero"":""33"",""ano"":""2021"",""observacao"":null,""incidentes"":[{""cadeia"":null,""classe"":""HC"",""numero"":""205201"",""relator"":""MIN. GILMAR MENDES"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""J"",""idInformacaoPautaProcesso"":""161142""}],""listas"":[{""idTipo"":""4"",""descricao"":""Listas de Destaques feitos no PV"",""ministros"":[{""nome"":""MIN. RICARDO LEWANDOWSKI"",""listaJulgamento"":[{""id"":""105106"",""descricao"":""214-2021"",""ordem"":""1"",""quantidadeProcessos"":""1""},{""id"":""111491"",""descricao"":""1-2022"",""ordem"":""2"",""quantidadeProcessos"":""1""}]}]}]}]}]}",08/02/2022,PRESENCIAL,"[{""codigo"":""1T"",""descricao"":""Primeira Turma"",""sessoes"":[{""id"":""58311"",""dataInicio"":""08/02/2022 14:00"",""tipo"":""O"",""numero"":""1"",""ano"":""2022"",""observacao"":null,""incidentes"":[{""cadeia"":""AG.REG. NO RECURSO EXTRAORDINÁRIO"",""classe"":""RE"",""numero"":""1339781"",""relator"":""MIN. ALEXANDRE DE MORAES"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""J"",""idInformacaoPautaProcesso"":""161742""},{""cadeia"":""AG.REG. NA RECLAMAÇÃO"",""classe"":""Rcl"",""numero"":""49821"",""relator"":""MIN. CÁRMEN LÚCIA"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""J"",""idInformacaoPautaProcesso"":""161582""},{""cadeia"":""AG.REG. NA RECLAMAÇÃO"",""classe"":""Rcl"",""numero"":""47843"",""relator"":""MIN. CÁRMEN LÚCIA"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""J"",""idInformacaoPautaProcesso"":""160904""},{""cadeia"":""AG.REG. NA RECLAMAÇÃO"",""classe"":""Rcl"",""numero"":""47586"",""relator"":""MIN. ROSA WEBER"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""J"",""idInformacaoPautaProcesso"":""161567""},{""cadeia"":""AG.REG. NO RECURSO EXTRAORDINÁRIO"",""classe"":""RE"",""numero"":""1329304"",""relator"":""MIN. ROSA WEBER"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""J"",""idInformacaoPautaProcesso"":""160723""}],""listas"":[]}]},{""codigo"":""2T"",""descricao"":""Segunda Turma"",""sessoes"":[{""id"":""58371"",""dataInicio"":""08/02/2022 14:00"",""tipo"":""O"",""numero"":""33"",""ano"":""2021"",""observacao"":null,""incidentes"":[{""cadeia"":null,""classe"":""HC"",""numero"":""205201"",""relator"":""MIN. GILMAR MENDES"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""J"",""idInformacaoPautaProcesso"":""161142""}],""listas"":[{""idTipo"":""4"",""descricao"":""Listas de Destaques feitos no PV"",""ministros"":[{""nome"":""MIN. RICARDO LEWANDOWSKI"",""listaJulgamento"":[{""id"":""105106"",""descricao"":""214-2021"",""ordem"":""1"",""quantidadeProcessos"":""1""},{""id"":""111491"",""descricao"":""1-2022"",""ordem"":""2"",""quantidadeProcessos"":""1""}]}]}]}]}]}"
"{""data"":""09/02/2022"",""tipo"":""PRESENCIAL"",""colegiados"":[{""codigo"":""TP"",""descricao"":""Plenário"",""sessoes"":[{""id"":""58393"",""dataInicio"":""09/02/2022 14:00"",""tipo"":""O"",""numero"":""2"",""ano"":""2022"",""observacao"":""A Sessão será realizada por videoconferência."",""incidentes"":[{""cadeia"":""REFERENDO NA MEDIDA CAUTELAR NA AÇÃO DIRETA DE INCONSTITUCIONALIDADE"",""classe"":""ADI"",""numero"":""7021"",""relator"":""MIN. LUÍS ROBERTO BARROSO"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""J"",""idInformacaoPautaProcesso"":""161862""}],""listas"":[]}]}]}",09/02/2022,PRESENCIAL,"[{""codigo"":""TP"",""descricao"":""Plenário"",""sessoes"":[{""id"":""58393"",""dataInicio"":""09/02/2022 14:00"",""tipo"":""O"",""numero"":""2"",""ano"":""2022"",""observacao"":""A Sessão será realizada por videoconferência."",""incidentes"":[{""cadeia"":""REFERENDO NA MEDIDA CAUTELAR NA AÇÃO DIRETA DE INCONSTITUCIONALIDADE"",""classe"":""ADI"",""numero"":""7021"",""relator"":""MIN. LUÍS ROBERTO BARROSO"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""J"",""idInformacaoPautaProcesso"":""161862""}],""listas"":[]}]}]}"
"{""data"":""10/02/2022"",""tipo"":""PRESENCIAL"",""colegiados"":[{""codigo"":""TP"",""descricao"":""Plenário"",""sessoes"":[{""id"":""58394"",""dataInicio"":""10/02/2022 14:00"",""tipo"":""E"",""numero"":""2"",""ano"":""2022"",""observacao"":""A Sessão será realizada por videoconferência."",""incidentes"":[{""cadeia"":null,""classe"":""ADI"",""numero"":""6281"",""relator"":""MIN. LUIZ FUX"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""S"",""idInformacaoPautaProcesso"":""152054""}],""listas"":[]}]}]}",10/02/2022,PRESENCIAL,"[{""codigo"":""TP"",""descricao"":""Plenário"",""sessoes"":[{""id"":""58394"",""dataInicio"":""10/02/2022 14:00"",""tipo"":""E"",""numero"":""2"",""ano"":""2022"",""observacao"":""A Sessão será realizada por videoconferência."",""incidentes"":[{""cadeia"":null,""classe"":""ADI"",""numero"":""6281"",""relator"":""MIN. LUIZ FUX"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""S"",""idInformacaoPautaProcesso"":""152054""}],""listas"":[]}]}]}"
"{""data"":""16/02/2022"",""tipo"":""PRESENCIAL"",""colegiados"":[{""codigo"":""TP"",""descricao"":""Plenário"",""sessoes"":[{""id"":""58395"",""dataInicio"":""16/02/2022 14:00"",""tipo"":""O"",""numero"":""3"",""ano"":""2022"",""observacao"":""A Sessão será realizada por videoconferência."",""incidentes"":[{""cadeia"":null,""classe"":""ADI"",""numero"":""6281"",""relator"":""MIN. LUIZ FUX"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""S"",""idInformacaoPautaProcesso"":""152054""}],""listas"":[]}]}]}",16/02/2022,PRESENCIAL,"[{""codigo"":""TP"",""descricao"":""Plenário"",""sessoes"":[{""id"":""58395"",""dataInicio"":""16/02/2022 14:00"",""tipo"":""O"",""numero"":""3"",""ano"":""2022"",""observacao"":""A Sessão será realizada por videoconferência."",""incidentes"":[{""cadeia"":null,""classe"":""ADI"",""numero"":""6281"",""relator"":""MIN. LUIZ FUX"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""S"",""idInformacaoPautaProcesso"":""152054""}],""listas"":[]}]}]}"
"{""data"":""17/02/2022"",""tipo"":""PRESENCIAL"",""colegiados"":[{""codigo"":""TP"",""descricao"":""Plenário"",""sessoes"":[{""id"":""58396"",""dataInicio"":""17/02/2022 14:00"",""tipo"":""E"",""numero"":""3"",""ano"":""2022"",""observacao"":""A Sessão será realizada por videoconferência."",""incidentes"":[{""cadeia"":null,""classe"":""ADI"",""numero"":""6281"",""relator"":""MIN. LUIZ FUX"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""J"",""idInformacaoPautaProcesso"":""152054""}],""listas"":[]}]}]}",17/02/2022,PRESENCIAL,"[{""codigo"":""TP"",""descricao"":""Plenário"",""sessoes"":[{""id"":""58396"",""dataInicio"":""17/02/2022 14:00"",""tipo"":""E"",""numero"":""3"",""ano"":""2022"",""observacao"":""A Sessão será realizada por videoconferência."",""incidentes"":[{""cadeia"":null,""classe"":""ADI"",""numero"":""6281"",""relator"":""MIN. LUIZ FUX"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""J"",""idInformacaoPautaProcesso"":""152054""}],""listas"":[]}]}]}"
"{""data"":""22/02/2022"",""tipo"":""PRESENCIAL"",""colegiados"":[{""codigo"":""1T"",""descricao"":""Primeira Turma"",""sessoes"":[{""id"":""58430"",""dataInicio"":""22/02/2022 14:00"",""tipo"":""O"",""numero"":""2"",""ano"":""2022"",""observacao"":null,""incidentes"":[{""cadeia"":""AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO"",""classe"":""ARE"",""numero"":""1276652"",""relator"":""MIN. ROSA WEBER"",""ministroVista"":null,""materiaRelevante"":null,""repercussaoGeral"":null,""situacaoProcessoSessao"":""S"",""idInformacaoPautaProcesso"":null},{""cadeia"":""AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO"",""classe"":""ARE"",""numero"":""1337278"",""relator"":""MIN. CÁRMEN LÚCIA"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""J"",""idInformacaoPautaProcesso"":""160906""},{""cadeia"":""AG.REG. EM MANDADO DE SEGURANÇA"",""classe"":""MS"",""numero"":""36810"",""relator"":""MIN. DIAS TOFFOLI"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""J"",""idInformacaoPautaProcesso"":""160424""},{""cadeia"":""AG.REG. NA RECLAMAÇÃO"",""classe"":""Rcl"",""numero"":""47618"",""relator"":""MIN. DIAS TOFFOLI"",""ministroVista"":null,""materiaRelevante"":null,""repercussaoGeral"":null,""situacaoProcessoSessao"":""S"",""idInformacaoPautaProcesso"":null}],""listas"":[]}]},{""codigo"":""2T"",""descricao"":""Segunda Turma"",""sessoes"":[{""id"":""58571"",""dataInicio"":""22/02/2022 14:00"",""tipo"":""O"",""numero"":""2"",""ano"":""2022"",""observacao"":null,""incidentes"":[{""cadeia"":null,""classe"":""HC"",""numero"":""199180"",""relator"":""MIN. GILMAR MENDES"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""J"",""idInformacaoPautaProcesso"":""161143""},{""cadeia"":null,""classe"":""RHC"",""numero"":""206846"",""relator"":""MIN. GILMAR MENDES"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""J"",""idInformacaoPautaProcesso"":""161042""},{""cadeia"":null,""classe"":""HC"",""numero"":""205000"",""relator"":""MIN. NUNES MARQUES"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""J"",""idInformacaoPautaProcesso"":""161408""}],""listas"":[{""idTipo"":""4"",""descricao"":""Listas de Destaques feitos no PV"",""ministros"":[{""nome"":""MIN. EDSON FACHIN"",""listaJulgamento"":[{""id"":""105492"",""descricao"":""390-2021"",""ordem"":""1"",""quantidadeProcessos"":""1""}]}]}]}]}]}",22/02/2022,PRESENCIAL,"[{""codigo"":""1T"",""descricao"":""Primeira Turma"",""sessoes"":[{""id"":""58430"",""dataInicio"":""22/02/2022 14:00"",""tipo"":""O"",""numero"":""2"",""ano"":""2022"",""observacao"":null,""incidentes"":[{""cadeia"":""AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO"",""classe"":""ARE"",""numero"":""1276652"",""relator"":""MIN. ROSA WEBER"",""ministroVista"":null,""materiaRelevante"":null,""repercussaoGeral"":null,""situacaoProcessoSessao"":""S"",""idInformacaoPautaProcesso"":null},{""cadeia"":""AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO"",""classe"":""ARE"",""numero"":""1337278"",""relator"":""MIN. CÁRMEN LÚCIA"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""J"",""idInformacaoPautaProcesso"":""160906""},{""cadeia"":""AG.REG. EM MANDADO DE SEGURANÇA"",""classe"":""MS"",""numero"":""36810"",""relator"":""MIN. DIAS TOFFOLI"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""J"",""idInformacaoPautaProcesso"":""160424""},{""cadeia"":""AG.REG. NA RECLAMAÇÃO"",""classe"":""Rcl"",""numero"":""47618"",""relator"":""MIN. DIAS TOFFOLI"",""ministroVista"":null,""materiaRelevante"":null,""repercussaoGeral"":null,""situacaoProcessoSessao"":""S"",""idInformacaoPautaProcesso"":null}],""listas"":[]}]},{""codigo"":""2T"",""descricao"":""Segunda Turma"",""sessoes"":[{""id"":""58571"",""dataInicio"":""22/02/2022 14:00"",""tipo"":""O"",""numero"":""2"",""ano"":""2022"",""observacao"":null,""incidentes"":[{""cadeia"":null,""classe"":""HC"",""numero"":""199180"",""relator"":""MIN. GILMAR MENDES"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""J"",""idInformacaoPautaProcesso"":""161143""},{""cadeia"":null,""classe"":""RHC"",""numero"":""206846"",""relator"":""MIN. GILMAR MENDES"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""J"",""idInformacaoPautaProcesso"":""161042""},{""cadeia"":null,""classe"":""HC"",""numero"":""205000"",""relator"":""MIN. NUNES MARQUES"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""J"",""idInformacaoPautaProcesso"":""161408""}],""listas"":[{""idTipo"":""4"",""descricao"":""Listas de Destaques feitos no PV"",""ministros"":[{""nome"":""MIN. EDSON FACHIN"",""listaJulgamento"":[{""id"":""105492"",""descricao"":""390-2021"",""ordem"":""1"",""quantidadeProcessos"":""1""}]}]}]}]}]}"
"{""data"":""23/02/2022"",""tipo"":""PRESENCIAL"",""colegiados"":[{""codigo"":""TP"",""descricao"":""Plenário"",""sessoes"":[{""id"":""58397"",""dataInicio"":""23/02/2022 14:00"",""tipo"":""O"",""numero"":""4"",""ano"":""2022"",""observacao"":""A Sessão será realizada por videoconferência.\n\n\n"",""incidentes"":[{""cadeia"":""MEDIDA CAUTELAR NA AÇÃO DIRETA DE INCONSTITUCIONALIDADE"",""classe"":""ADI"",""numero"":""7058"",""relator"":""MIN. ANDRÉ MENDONÇA"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""S"",""idInformacaoPautaProcesso"":""162363""}],""listas"":[]}]}]}",23/02/2022,PRESENCIAL,"[{""codigo"":""TP"",""descricao"":""Plenário"",""sessoes"":[{""id"":""58397"",""dataInicio"":""23/02/2022 14:00"",""tipo"":""O"",""numero"":""4"",""ano"":""2022"",""observacao"":""A Sessão será realizada por videoconferência.\n\n\n"",""incidentes"":[{""cadeia"":""MEDIDA CAUTELAR NA AÇÃO DIRETA DE INCONSTITUCIONALIDADE"",""classe"":""ADI"",""numero"":""7058"",""relator"":""MIN. ANDRÉ MENDONÇA"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""S"",""idInformacaoPautaProcesso"":""162363""}],""listas"":[]}]}]}"
"{""data"":""24/02/2022"",""tipo"":""PRESENCIAL"",""colegiados"":[{""codigo"":""TP"",""descricao"":""Plenário"",""sessoes"":[{""id"":""58398"",""dataInicio"":""24/02/2022 14:00"",""tipo"":""E"",""numero"":""4"",""ano"":""2022"",""observacao"":""A Sessão será realizada por videoconferência.\n\n"",""incidentes"":[{""cadeia"":""MEDIDA CAUTELAR NA AÇÃO DIRETA DE INCONSTITUCIONALIDADE"",""classe"":""ADI"",""numero"":""7058"",""relator"":""MIN. ANDRÉ MENDONÇA"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""S"",""idInformacaoPautaProcesso"":""162363""}],""listas"":[]}]}]}",24/02/2022,PRESENCIAL,"[{""codigo"":""TP"",""descricao"":""Plenário"",""sessoes"":[{""id"":""58398"",""dataInicio"":""24/02/2022 14:00"",""tipo"":""E"",""numero"":""4"",""ano"":""2022"",""observacao"":""A Sessão será realizada por videoconferência.\n\n"",""incidentes"":[{""cadeia"":""MEDIDA CAUTELAR NA AÇÃO DIRETA DE INCONSTITUCIONALIDADE"",""classe"":""ADI"",""numero"":""7058"",""relator"":""MIN. ANDRÉ MENDONÇA"",""ministroVista"":null,""materiaRelevante"":""N"",""repercussaoGeral"":null,""situacaoProcessoSessao"":""S"",""idInformacaoPautaProcesso"":""162363""}],""listas"":[]}]}]}"
